Section,Folder,DD Ref,Topic,Request,Plain English (per Claude),Group Owner,Owner,DD Point of Contact,Intercom Priority,Diamond Priority,Status,LOE,Req. DG Review,GDrive Folder,GDrive Link,Template Required,Company Comments,Diamond Comments,Claude Audit Report,Output Type,Date Requested,Date Provided,Dependency,Owner Notes
8,Main,8.28,GTM,"Open Partner pipeline by indirect and direct business. Breakdown by sourced, co-sell, or influenced by partner. Further breakdown by partner name, product, customer's country.",Provide open Partner pipeline by indirect and direct business,GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.29,GTM,Partner Revenue as % of Total Revenue for last 12 months (monthly/quarterly).,Provide partner Revenue as % of Total Revenue for last 12 months (monthly/quarterly),Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.30,GTM,"List of customer accounts where Partners are performing implementation services. Include customer, Partner name, and rough size ($) of project.",List of customer accounts where Partners are performing implementation services,GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.31,GTM,"Complete ""Partner Template"" worksheet","Complete ""Partner Template"" worksheet",GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 8. Integra_Main_GTM,,true,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.32,GTM,Provide your standard Partner Agreement template and addendums.  Upload top 10 Partner agreements in dataroom.,Complete the referenced template: your standard Partner Agreement template and addendums,GTM Ops,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.33,GTM,Partner certification overview and current metrics (i.e. certified resources).,Provide partner certification overview and current metrics (i,GTM Ops,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.34,GTM,List of customer and partner training courses / enablement content.,List of customer and partner training courses / enablement content,GTM Ops,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.35,GTM,"Marketing, Sales and Sales Dev org chart","Provide Marketing, Sales, and Sales Dev org charts.",GTM Ops,Barry Wallace,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,Available Today,,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,TB: This was provided as part of the Mgmt Preso (April 6 : Project Integra - Management Presentation_vShare). Likely just share the same view.
8,Main,8.36,GTM,Last 12 months marketing spend by category and region,Provide last 12 months marketing spend by category and region,Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.37,GTM,"Quarterly lead flow, opportunity count, pipeline, and ACV for previous year (by region if possible)","Provide quarterly lead flow, opportunity count, pipeline, and ACV for previous year (by region if possible)",Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.38,GTM,"Last 12 months pipeline contribution by channel (e.g., AE, SDR, Marketing)",Provide last 12 months pipeline contribution by channel (e,Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.39,GTM,Monthly website traffic (visits and unique visitors) and form completion rates for previous year,Provide monthly website traffic (visits and unique visitors) and form completion rates for previous year,Finance,Tommy Bettles,Tommy B,,P1 — Standard,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.40,GTM,Complete list of event commitments and level of sponsorship,Complete list of event commitments and level of sponsorship,GTM Ops,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.41,GTM,"FY26 and year-to-date FY27 sales development comp plan, quota, productivity and attainment per SDR","Provide fY26 and year-to-date FY27 sales development comp plan, quota, productivity and attainment per SDR",GTM Ops,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
8,Main,8.42,GTM,List of all external technologies and purpose to power marketing or sales development activity,List of all external technologies and purpose to power marketing or sales development activity,GTM Ops,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 8. Integra_Main_GTM,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.1,Post-Sales,"Services operations reports for last 8 quarters (Bookings, Revenue, Headcount, Costs, Margin, Utilization, Rates)","Provide Services/PS operations data for the last 8 quarters: bookings, revenue, headcount, costs, margin, utilization, and billing rates.",GTM Success,Junan Pang,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.2,Post-Sales,"Services product/offerings overview. Breakout last 8 quarters Services revenue by product line and by service offering (e.g., Media & Entertainment = product line, implementation services = service offering). Split T&M and Fixed Fee.",Provide services product/offerings overview,Support,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.3,Post-Sales,"Last 8 quarters Services revenue backlog, book-to-bill ratio and warranty work (volume (#, person-days), value ($)) and Services attach rates","Provide last 8 quarters Services revenue backlog, book-to-bill ratio and warranty work (volume (#, person-days), value ($)) and Services attach rates",GTM Success,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.4,Post-Sales,"Last 8 quarters Services deal count, average deal size, and duration","Provide last 8 quarters Services deal count, average deal size, and duration",GTM Success,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.5,Post-Sales,"Last 8 quarters Billable and Total utilization (by role if available), rate cards by role, rate realization and Services CSAT","Provide last 8 quarters Billable and Total utilization (by role if available), rate cards by role, rate realization and Services CSAT",GTM Success,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.6,Post-Sales,Success coverage ratios and customer segmentation snapshot. Please highlight any Geo differences,Provide success coverage ratios and customer segmentation snapshot,GTM Success,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.7,Post-Sales,"Last 8 quarters Success metrics (e.g., Log-in Rates, Usage, Adoption, Attrition, ARR Growth, CSAT/NPS)",Provide last 8 quarters Success metrics (e,GTM Success,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.8,Post-Sales,"Success programs snapshot (#, consumption, entitlements, monetization (if any), CSAT, NPS, other?)","Provide success programs snapshot (#, consumption, entitlements, monetization (if any), CSAT, NPS, other?)",GTM Success,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.9,Post-Sales,"Last 24 months Red Accounts (at risk account) metrics (e.g., Count, Outcomes, ARR at Risk)",Provide last 24 months Red Accounts (at risk account) metrics (e,GTM Success,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.10,Post-Sales,"Support operations reports for last 24 months (ticket/case volumes, average days to close, average days open, monthly backlog, severity levels, response times, etc.). Please complete the ""Support Capacity Template""","Complete the Support Capacity Template with ticket volumes, response times, and staffing for the last 24 months.",Support,Barry Wallace,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,,true,(Confidential) 9. Integra_Main_Post-Sales,,true,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.11,Post-Sales,"24 months Support metrics snapshot (Case volume (incl. severity), SLA compliance, escalation rates, deflection rates, average dates to close, backlog (aged 30/60/90/90+), Support CSAT)",Provide 24 months Support metrics snapshot (Case volume (incl,Support,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,true,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.12,Post-Sales,Economics of any premium support offerings,Provide economics of any premium support offerings,Support,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,true,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.13,Post-Sales,"Provide any 3rd-party support provider (e.g., Cognizant) governing documents and operating reports (if applicable)",Provide any 3rd-party support provider (e,Support,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.14,Post-Sales,"Snapshot of current enablement content (for both employees (Services, Success, Support + Renewals) and Customers) + content consumption data (24 months if available)","Provide snapshot of current enablement content (for both employees (Services, Success, Support + Renewals) and Customers) + content consumption data (24 month",Support,Barry Wallace,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.15,Post-Sales,"Last 24 months Renewals metrics (Won/Lost - both $ and #, top 3 reasons for attrition, customer churn, revenue churn, upsells, downsells)","Provide last 24 months Renewals metrics (Won/Lost - both $ and #, top 3 reasons for attrition, customer churn, revenue churn, upsells, downsells)",GTM Success,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,true,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.16,Post-Sales,Auto-renewal program snapshot (if one exists),Provide auto-renewal program snapshot (if one exists),GTM Success,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.17,Post-Sales,"Renewals calendar for next 24 months (Accounts, $ value, by product line, by geo)","Provide renewals calendar for next 24 months (Accounts, $ value, by product line, by geo)",GTM Success,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,true,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
9,Main,9.18,Post-Sales,"Renewals manager coverage ratios (clarify who owns renewals (RM, AE, CSM, other?))","Provide renewals manager coverage ratios (clarify who owns renewals (RM, AE, CSM, other?))",GTM Success,Barry Wallace,Tommy B,,P1 — Standard,1. Not Started,,true,(Confidential) 9. Integra_Main_Post-Sales,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.1,Employees & Management,"A list of employees including hire date, position title, manager name, department name, work location, status (part time/full time/fixed term), compensation, overtime eligibility, employing legal entity, and details of any employees currently on leave. Compensation details should include salary, bonus, commission and deferred salary pursuant to any plans, and any other forms of compensation (such as car allowances, forgiveness of loans and other perquisites) paid to each of the Company’s employees in the last full fiscal year and to be paid in the current fiscal year. See the Employee Census & Contractor templates. Please download the templates and upload completed versions to the Employee folder of data room (do not complete the template in this shared file)","Provide a full employee roster with: hire date, title, manager, department, location, FT/PT/fixed-term status, compensation, overtime eligibility, and employing legal entity.",People,Alex Murtagh,Tommy B,,P00 — Critical (cross-functional priority),1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"10.1 Summary: A report including all employees (exclude Deel, Mario and contingent workers) / Lift: 2 hours / Due Date: Tuesday 5th / Supporting: Alex Murtagh / Risks: None
- Hire date
- Employee ID
- Position title
- Manager name
- Department name
- Work location (Review address against location)
- Works status (Part-time, fixed-term, permanent)
- Compensation (Salary, bonus and OTE)
- Employing legal entity
- Leave status and leave details
"
10,Employee,10.2,Employees & Management,Please provide the Hiring Plan for next 2 years. See attached Hiring Plan template,Share the hiring plan for the next 2 years using Diamond's Hiring Plan template.,Finance,Tommy Bettles,Tommy B,,P00 — Critical (cross-functional priority),1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.3,Employees & Management,"Description of any significant employment and labor problems the Company has experienced, including but not limited to litigation, agency charges, agency audits or investigations, and internal employee relations matters.","Provide description of any significant employment and labor problems the Company has experienced, including but not limited to litigation, agency charges,...",People,Stephanie Chin,Tommy B,,P0 — High,2. In Progress,,true,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.4,Employees & Management,Provide a Management and Organization chart.,Provide a Management and Organization chart,People,Alex Murtagh,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,Moderate Effort (Medium Complexity),true,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"10.4 Summary: Organisational chart / Lift: 1.5 hours / Due Date: Tuesday 5th / Supporting: Alex Murtagh & Tommy Beetle / Risks: Undefined format
Tommy to share a copy of what was previously provided to try and mimic the format. (TB May 2: Done. Shared folder via Slack)
Potential options to consider (in order): Glean, Workday and Caro. Note that Tommy previously leveraged Caro."
10,Employee,10.5,Employees & Management,"Description of any material transactions since inception with any “insider” (i.e., any officer, director, or owner of a substantial amount of the Company’s securities) or any associate of an “insider.”",Provide description of any material transactions since inception with any “insider” (i,People,Stephanie Chin,Tommy B,,P0 — High,2. In Progress,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.6,Employees & Management,"Executed versions and copies of the Company’s forms of proprietary rights agreements for employees, contractors, and consultants, including but not limited to agreements relating to intellectual property and trade secrets, confidentiality or nondisclosure, non-competition and assignment of inventions. List of all current and former employees, contractors and consultants who have not executed proprietary rights agreements.","List executed versions and copies of the Company’s forms of proprietary rights agreements for employees, contractors, and consultants, including but...",People,Alex Murtagh,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"10.6 Summary: Includes 10.7 plus all consultant and contractor agreements which Anne will work on / Lift: 60 hours (excluding employee agreements) / Due Date: Friday 8th / Supporting:  Alex Murtagh & Anne Pierce / Risks: Agency agreements are not tied to individuals so we may not have all names. Similarly, Workday only contains the records of consultants who have access to our systems."
10,Employee,10.7,Employees & Management,Copy of all templates offer letters and employment agreements (U.S.and international). Copy of signed employment offer letters and agreements for all officers/key employees and all employees residing outside of the United States.,List copy of all templates offer letters and employment agreements (U,People,Alex Murtagh,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,https://drive.google.com/drive/folders/1wpYm3B2nLA3x8blW571kLteVTWJ-wmgy,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"10.7 Summary: Copies of all offer letter/employment agreement templates, copies of all signed employment agreements. / Lift: 100+ hours / Due Date: Friday 8th / Supporting: Alex Murtagh, Ciara Kelly, Samiah Razak, Aoife Gormley, Sam Guernsey / Risks: Older records may be harder to find and stored in Google Drive. Potential for records being stored in past People Ops team drives.
1. Alex to create a master list, folder to deposit the files and detailed instructions for the team and due date (e.g. naming of files / check for signature, reviewer, if can’t find flag to Alex, review against location).
2. Alex to collect all templates used by Recruiting Operations.
3. Sam, Aoife, Ciara to collect files.
4. Alex to find hard to locate files.
5. Alex to review/amend files collected. 
"
10,Employee,10.8,Employees & Management,"Employee position descriptions, resumes/CVs, years of service with the company, grade.","Provide employee position descriptions, resumes/CVs, years of service with the company, grade",People,Rachel Lanman,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"10.8 Summary: Employee position descriptions, CVs, years of service, grade / Lift: 150 hours  / Due Date: Tuesday 12th / Supporting: Alex Murtagh / Rachel Lanman / RecOps / People Ops / Stephanie Chin Risks: We may lack older CVs, JDs, senior JDs, we don’t have a central repository of job descriptions, job descriptions for internal hires in new roles may not exist.
1. Alex to check with Stephanie if we can rely on data retention standard practices and regulations for CVs even if we don’t strictly follow them. From ChatGPT: 
a. Ireland 6-12 months. Governed by GDPR.
b. UK 6-12 months. No fixed period since transition away from the EU.
c. Australia: not specific but as per APP 11 must not keep personal data longer than necessary.
d. US: 2 years at federal level but may vary by state. EEOC regulation.
2. Alex to pull a report with all role titles and the job profiles and share it with Rachel with instructions (may have to go through Lauren).
3. Rachel to collect CVs.
4. Alex to share the report and create instructions for the team.
5. Aoife, Samiah, Ciara, Sam to start collecting.
6. Alex to review missing ones and set a strategy to bridge the gap.
"
10,Employee,10.9,Employees & Management,History of salary increases since hire (or at least the past 24 months).,Provide history of salary increases since hire (or at least the past 24 months),People,Lauren Cullen,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.10,Employees & Management,"Copy of all collective bargaining arrangements, including details of coverage (if any).","List copy of all collective bargaining arrangements, including details of coverage (if any)",People,Stephanie Chin,Tommy B,,P0 — High,No Action Required,Available Today,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,Answer: None.
10,Employee,10.11,Employees & Management,"List of existing expatriates, one way international transfers, and anyone who needs or has work authorization to work for the target company.","List of existing expatriates, one way international transfers, and anyone who needs or has work authorization to work for the target company",People,Salem Barakat,Tommy B,,P0 — High,2. In Progress,,,(Confidential) 10. Integra_Employee_Employees & Management,Global Mobility - Global Tracker ,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"10.11 Summary: List of existing expatriates, one way international transfers, and anyone who needs or has work authorization to work for the target company / Lift: 60 hours / Due Date: Friday 8th / Supporting: Alex Murtagh / Samiah Razak / Salem Barakat / Christie Johnson Risks: Poor historical data pre-Workday and incorrect data entered by employee.
1. Alex to confirm if we require to provide a copy of employees’ work authorization.
2. Alex to create clear instructions for Salem and include the reports and people he can leverage and the desired format outcome.
3. Salem to initiate collecting a list of expatriates and those requiring work authorization from a Workday report.
4. Salem to create a list of employees transferring between our entities.
5. Alex to review the information/reports.
"
10,Employee,10.12,Employees & Management,Copy of all commission and bonus plans for the previous and current fiscal years.,List copy of all commission and bonus plans for the previous and current fiscal years,People,Lauren Cullen,Tommy B,,P0 — High,2. In Progress,,,(Confidential) 10. Integra_Employee_Employees & Management,Intercom FY26 Annual Company Bonus Plan (Coda Page),,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,Will need to break this into two. Bonus and Commission
10,Employee,10.13,Employees & Management,"Description of compensation paid or to be paid to agents, consultants, partners or other non-employees for the previous and current fiscal years.","Provide description of compensation paid or to be paid to agents, consultants, partners or other non-employees for the previous and current fiscal years",People,Anne Pierce,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.14,Employees & Management,"Founders Agreements and “golden parachute” and other change of control or severance plans or agreements, if any.","Provide founders Agreements and “golden parachute” and other change of control or severance plans or agreements, if any",People,Lauren Cullen,Tommy B,,P0 — High,2. In Progress,Available Today,,(Confidential) 10. Integra_Employee_Employees & Management,Exec Contracts & background checks,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.15,Employees & Management,Summary of worker’s compensation claims made.,Provide summary of worker’s compensation claims made,People,Stephanie Chin,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.16,Employees & Management,"Employment policies, manuals and handbooks.","Provide employment policies, manuals and handbooks",People,Alex Murtagh,Tommy B,,P1 — Standard,2. In Progress,,,(Confidential) 10. Integra_Employee_Employees & Management,H.R. - Employee Handbooks,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"10.16 Summary: Employment policies, manuals and handbooks / Lift: 2-4 hours / Due Date: Tuesday 12th / Supporting: Alex Murtagh / Lauren Cullen"
10,Employee,10.17,Employees & Management,"Provide or describe any policies (whether formal or informal) related to soliciting or hiring employees from customers, suppliers, or partners","Describe or describe any policies (whether formal or informal) related to soliciting or hiring employees from customers, suppliers, or partners",People,Stephanie Chin,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.18,Employees & Management,"Provide or describe any instructions given to HR or recruiting (including any third-party recruiting agencies) that identify categories of prospective employees for which there are limitations or restrictions for soliciting or hiring (e.g., no-hire, no-solicit, and/or no-“cold calling” lists; notification requirements to current employer; etc.).",List or describe any instructions given to HR or recruiting (including any third-party recruiting agencies) that identify categories of prospective...,People,Stephanie Chin,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.19,Employees & Management,"Description of Company practices and copies of any policies regarding background checks, and a list of employees who have completed any background check, including the specific list of items included in the background check and any results from the background check.","Describe Intercom's background check practices and policies, and list employees who have completed checks with details of what was screened.",People,Alex Murtagh,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 10. Integra_HR & Benefits_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"10.19 Summary: Background check and compliance policies. List of employees who have completed any background check, results from background check / Lift: 100 hours /
Due Date: May 12th / Support: Samiah Razak, Ciara Kelly, Aoife Gormley, Alex Murtagh.  / Risks: Hireright retention periods.
1. Alex to reach out to Hireright and confirm retention periods.
2. Alex to confirm with Stephanie if we can leverage retention periods in our response.
3. Alex to put together a report with clear instructions for the team and create a folder to submit the data.
4. Alex to request to be readded with access to Hireright in the U.S.
5. Team to collect background checks and flag cases they cannot locate.
6. Alex to review collection and prepare for submission."
10,Employee,10.19,Employees & Management,"Copies of agreements for loans (including any promissory notes) to key employees, and any other agreements with officers, directors, employees and consultants, whether or not now outstanding.","Share copies of agreements for loans (including any promissory notes) to key employees, and any other agreements with officers, directors, employees and...",People,Lauren Cullen,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.20,Employees & Management,Copies of any non competition or non-solicitation agreements signed by current employees. Copies of any non-competition agreements to which current employees are bound to former employers.,Share copies of any non competition or non-solicitation agreements signed by current employees,People,Stephanie Chin,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.21,Employees & Management,Copies of any policies relating to the payment of overtime to employees. List and description of all positions that Target Company has deemed eligible for overtime pay.,List copies of any policies relating to the payment of overtime to employees,People,Stephanie Chin,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.22,Employees & Management,"Description of any reductions in force, redundancies or voluntary furlough programs in the past three years, including dates, location and number of employees impacted.","Provide description of any reductions in force, redundancies or voluntary furlough programs in the past three years, including dates, location and number...",People,Alex Murtagh,Tommy B,,P1 — Standard,No Action Required,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"10.20 Summary: Description of any reductions in force, redundancies or voluntary furlough programs in the past three years, including dates, location and number of employees impacted / Lift: 4 hours / Due Date: Tuesday, 12th / Support: Alex Murtagh & Lauren Cullen / Risks: None.
1. Alex to pull a report and carry out a check for any RIF terminations.
2. Alex to write a response if any are identified (if he has context).
3. Alex to share with Lauren for review prior to submission."
10,Employee,10.23,Employees & Management,"Description of outside business activities for each applicable employee, e.g. consulting, advisory or similar work with other companies, board seats on other companies, etc.","Provide description of outside business activities for each applicable employee, e",People,Stephanie Chin,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
